student_id,Gender,english,maths,science,history,Geography,average
Stud17811,F,90,52,57,93,75,73.4
Stud17812,M,54,93,60,50,40,59.4
Stud17813,F,35,85,50,81,74,65.0
Stud17814,F,99,40,91,72,94,79.2
Stud17815,F,61,73,59,55,43,58.2
Stud17816,F,94,50,51,99,43,67.4
Stud17817,F,97,83,96,41,85,80.4
Stud17818,F,53,41,98,79,93,72.8
Stud17819,M,83,42,75,90,78,73.6
Stud17820,F,46,96,58,44,83,65.4
Stud17821,F,83,61,99,90,70,80.6
Stud17822,M,97,85,92,94,78,89.2
Stud17823,M,92,99,88,78,75,86.4
Stud17824,F,87,54,37,67,79,64.8
Stud17825,M,66,97,85,69,42,71.8
Stud17826,M,93,91,73,76,46,75.8
Stud17827,F,51,62,57,71,89,66.0
Stud17828,F,46,65,68,94,83,71.2
Stud17829,F,35,87,77,94,46,67.8
Stud17830,F,69,49,45,48,75,57.2
Stud17831,F,47,52,39,85,69,58.4
Stud17832,M,85,42,79,68,36,62.0
Stud17833,F,85,94,86,40,89,78.8
Stud17834,M,78,84,83,55,93,78.6
Stud17835,F,63,77,88,70,68,73.2
Stud17836,F,57,99,86,84,39,73.0
Stud17837,M,96,93,99,54,87,85.8
Stud17838,M,68,79,43,47,44,56.2
Stud17839,F,80,66,69,60,40,63.0
Stud17840,M,60,46,76,73,92,69.4
Stud17841,F,93,48,49,94,69,70.6
Stud17842,M,39,78,76,54,82,65.8
Stud17843,M,95,99,37,79,48,71.6
Stud17844,M,38,74,69,85,97,72.6
Stud17845,F,47,68,38,57,75,57.0
Stud17846,M,92,81,50,49,95,73.4
Stud17847,F,82,50,98,87,91,81.6
Stud17848,F,77,37,41,80,96,66.2
Stud17849,M,93,83,78,56,68,75.6
Stud17850,F,72,61,64,48,54,59.8
Stud17851,M,49,57,78,89,83,71.2
Stud17852,M,87,99,70,56,37,69.8
Stud17853,M,73,49,51,86,38,59.4
Stud17854,F,90,87,65,56,54,70.4
Stud17855,M,45,39,52,72,82,58.0
Stud17856,F,79,91,95,88,53,81.2
Stud17857,F,65,76,38,53,44,55.2
Stud17858,F,80,43,77,93,41,66.8
Stud17859,M,97,61,64,41,77,68.0
Stud17860,M,90,58,65,87,88,77.6
Stud17861,F,60,59,42,57,36,50.8
Stud17862,F,55,83,96,79,87,80.0
Stud17863,F,97,81,64,74,84,80.0
Stud17864,M,84,91,65,88,87,83.0
Stud17865,F,61,57,39,82,51,58.0
Stud17866,F,70,96,57,67,92,76.4
Stud17867,M,55,93,37,86,77,69.6
Stud17868,M,35,53,91,80,46,61.0
Stud17869,F,54,88,75,68,56,68.2
Stud17870,M,94,86,70,99,88,87.4
Stud17871,F,59,70,35,52,72,57.6
Stud17872,F,88,98,58,96,92,86.4
Stud17873,M,71,47,80,70,67,67.0
Stud17874,F,95,82,84,79,96,87.2
Stud17875,F,90,95,59,44,57,69.0
Stud17876,M,73,87,48,72,36,63.2
Stud17877,F,37,45,61,73,90,61.2
Stud17878,M,56,90,40,39,37,52.4
Stud17879,F,60,69,66,78,49,64.4
Stud17880,F,38,93,42,71,80,64.8
Stud17881,F,38,68,81,47,39,54.6
Stud17882,M,73,40,48,90,96,69.4
Stud17883,M,55,48,57,41,74,55.0
Stud17884,M,58,36,77,43,47,52.2
Stud17885,F,66,64,60,98,42,66.0
Stud17886,M,77,52,74,47,38,57.6
Stud17887,M,82,62,89,41,94,73.6
Stud17888,M,87,97,43,49,79,71.0
Stud17889,F,44,43,49,77,58,54.2
Stud17890,F,47,69,74,63,52,61.0
Stud17891,M,75,48,77,52,65,63.4
Stud17892,M,79,74,99,67,35,70.8
Stud17893,M,95,47,41,54,68,61.0
Stud17894,M,95,99,81,50,66,78.2
Stud17895,F,95,69,56,83,90,78.6
Stud17896,F,82,79,51,85,88,77.0
Stud17897,M,93,90,49,68,46,69.2
Stud17898,F,63,74,93,75,45,70.0
Stud17899,F,40,38,92,39,53,52.4
Stud17900,F,41,46,69,91,60,61.4
Stud17901,M,87,90,93,68,38,75.2
Stud17902,F,43,52,78,91,36,60.0
Stud17903,F,64,73,86,54,50,65.4
Stud17904,F,78,88,46,94,36,68.4
Stud17905,F,43,89,52,46,61,58.2
Stud17906,F,74,43,67,80,82,69.2
Stud17907,M,71,42,93,63,76,69.0
Stud17908,M,66,60,36,58,68,57.6
Stud17909,F,39,82,43,35,74,54.6
Stud17910,M,93,86,59,68,81,77.4
Stud17911,M,40,59,65,48,60,54.4
Stud17912,F,36,85,58,55,68,60.4
Stud17913,F,83,76,99,71,70,79.8
Stud17914,M,73,66,59,84,81,72.6
Stud17915,M,39,52,65,68,72,59.2
Stud17916,F,66,74,77,48,81,69.2
Stud17917,M,57,96,54,53,92,70.4
Stud17918,F,54,61,71,56,99,68.2
Stud17919,F,85,61,69,76,60,70.2
Stud17920,F,60,45,51,93,67,63.2
Stud17921,M,89,84,67,39,56,67.0
Stud17922,F,45,35,87,40,73,56.0
Stud17923,M,85,59,65,62,70,68.2
Stud17924,F,36,64,77,39,98,62.8
Stud17925,M,96,59,71,98,45,73.8
Stud17926,M,80,40,69,94,43,65.2
Stud17927,F,92,64,63,61,67,69.4
Stud17928,F,51,76,97,69,35,65.6
Stud17929,F,38,52,59,51,75,55.0
Stud17930,M,35,50,70,64,44,52.6
Stud17931,F,69,77,49,35,80,62.0
Stud17932,F,71,36,92,58,73,66.0
Stud17933,F,76,42,49,56,58,56.2
Stud17934,F,37,93,52,88,41,62.2
Stud17935,F,90,89,69,51,77,75.2
Stud17936,M,84,54,57,92,53,68.0
Stud17937,F,42,74,92,98,39,69.0
Stud17938,M,86,56,73,81,52,69.6
Stud17939,M,77,53,57,99,91,75.4
Stud17940,F,91,81,71,98,51,78.4
Stud17941,F,74,99,45,67,61,69.2
Stud17942,F,54,51,67,52,87,62.2
Stud17943,F,42,49,62,38,94,57.0
Stud17944,M,81,55,70,75,82,72.6
Stud17945,F,48,61,50,82,44,57.0
Stud17946,M,73,81,45,71,38,61.6
Stud17947,F,97,52,64,67,83,72.6
Stud17948,M,82,65,58,97,35,67.4
Stud17949,F,61,53,54,95,37,60.0
Stud17950,M,56,62,39,47,83,57.4
Stud17951,M,54,41,49,72,82,59.6
Stud17952,F,93,85,74,81,49,76.4
Stud17953,M,63,36,46,48,85,55.6
Stud17954,M,53,95,49,59,69,65.0
Stud17955,M,54,72,87,52,93,71.6
Stud17956,F,47,62,82,81,45,63.4
Stud17957,M,81,49,91,95,40,71.2
Stud17958,M,49,99,67,82,52,69.8
Stud17959,F,44,63,55,67,39,53.6
Stud17960,M,36,88,53,80,93,70.0
Stud17961,F,73,45,91,50,80,67.8
Stud17962,M,64,36,39,99,56,58.8
Stud17963,M,54,68,52,53,73,60.0
Stud17964,F,44,75,90,43,93,69.0
Stud17965,M,66,58,44,74,83,65.0
Stud17966,F,50,68,78,97,49,68.4
Stud17967,F,71,89,35,84,78,71.4
Stud17968,M,71,57,70,87,40,65.0
Stud17969,M,43,81,69,83,64,68.0
Stud17970,F,94,78,96,75,46,77.8
Stud17971,M,79,39,86,37,88,65.8
Stud17972,F,81,46,63,94,82,73.2
Stud17973,F,47,57,88,99,62,70.6
Stud17974,F,87,77,98,53,79,78.8
Stud17975,F,56,72,69,42,90,65.8
Stud17976,M,68,96,95,90,73,84.4
Stud17977,M,67,59,55,46,97,64.8
Stud17978,M,96,57,54,56,66,65.8
Stud17979,F,50,59,85,63,52,61.8
Stud17980,F,44,51,36,55,43,45.8
Stud17981,F,70,64,92,86,36,69.6
Stud17982,M,85,39,41,42,37,48.8
Stud17983,M,35,47,41,84,48,51.0
Stud17984,M,56,37,90,79,63,65.0
Stud17985,M,79,43,84,73,68,69.4
Stud17986,F,77,68,38,74,47,60.8
Stud17987,F,64,40,95,68,75,68.4
Stud17988,M,88,51,87,49,52,65.4
Stud17989,F,76,43,47,93,73,66.4
Stud17990,M,70,97,83,37,88,75.0
Stud17991,M,58,74,48,71,83,66.8
Stud17992,F,39,85,46,47,79,59.2
Stud17993,M,79,42,92,72,69,70.8
Stud17994,M,75,59,47,65,48,58.8
Stud17995,M,37,76,43,56,65,55.4
Stud17996,M,85,61,55,59,96,71.2
Stud17997,F,71,46,61,47,90,63.0
Stud17998,F,43,74,96,42,89,68.8
Stud17999,M,80,39,68,63,62,62.4
Stud18000,F,59,62,96,46,75,67.6
Stud18001,M,87,76,71,99,67,80.0
Stud18002,F,95,68,57,44,40,60.8
Stud18003,F,46,74,66,82,86,70.8
Stud18004,M,84,48,61,70,81,68.8
Stud18005,F,60,71,74,80,39,64.8
Stud18006,M,63,83,86,87,73,78.4
Stud18007,M,46,39,58,92,85,64.0
Stud18008,F,94,61,38,89,75,71.4
Stud18009,F,80,72,61,79,98,78.0
Stud18010,M,85,36,44,74,57,59.2
Stud18011,M,78,64,92,58,61,70.6
Stud18012,F,59,87,53,48,91,67.6
Stud18013,F,61,58,97,98,84,79.6
Stud18014,M,52,78,51,94,70,69.0
Stud18015,F,68,58,46,91,75,67.6
Stud18016,M,40,88,52,65,63,61.6
Stud18017,M,76,43,56,87,67,65.8
Stud18018,F,37,55,67,68,60,57.4
Stud18019,M,35,73,95,44,46,58.6
Stud18020,M,91,60,49,97,96,78.6
Stud18021,M,92,96,55,59,40,68.4
Stud18022,M,82,65,95,55,75,74.4
Stud18023,M,87,36,92,62,99,75.2
Stud18024,M,36,59,49,78,69,58.2
Stud18025,F,70,63,65,72,95,73.0
Stud18026,F,64,41,47,72,73,59.4
Stud18027,F,39,67,50,44,47,49.4
Stud18028,M,67,65,63,37,82,62.8
Stud18029,F,60,39,97,69,49,62.8
Stud18030,M,36,76,51,81,60,60.8
Stud18031,F,47,95,80,96,86,80.8
Stud18032,F,77,96,72,37,41,64.6
Stud18033,F,85,40,71,79,89,72.8
Stud18034,M,81,82,89,55,74,76.2
Stud18035,M,48,88,65,44,58,60.6
Stud18036,F,82,51,98,76,66,74.6
Stud18037,M,58,97,69,50,94,73.6
Stud18038,M,47,51,54,71,46,53.8
Stud18039,M,62,91,90,77,48,73.6
Stud18040,F,66,89,56,47,55,62.6
Stud18041,M,73,68,43,36,55,55.0
Stud18042,M,47,35,80,73,37,54.4
Stud18043,M,49,55,66,78,82,66.0
Stud18044,F,51,83,49,71,90,68.8
Stud18045,M,59,81,98,62,71,74.2
Stud18046,M,81,47,97,57,71,70.6
Stud18047,F,95,91,59,54,87,77.2
Stud18048,F,96,99,42,81,68,77.2
Stud18049,F,73,49,61,68,54,61.0
Stud18050,M,63,59,78,42,82,64.8
Stud18051,F,79,98,49,99,73,79.6
Stud18052,F,61,78,66,57,99,72.2
Stud18053,M,78,35,94,84,43,66.8
Stud18054,F,83,82,53,49,38,61.0
Stud18055,F,91,84,48,39,82,68.8
Stud18056,M,47,51,52,92,62,60.8
Stud18057,M,42,44,95,70,94,69.0
Stud18058,M,53,45,90,40,52,56.0
Stud18059,M,43,42,56,65,41,49.4
Stud18060,M,39,62,85,47,78,62.2
Stud18061,M,97,42,77,78,83,75.4
Stud18062,M,74,60,59,46,93,66.4
Stud18063,F,80,35,92,56,82,69.0
Stud18064,F,61,59,88,71,89,73.6
Stud18065,M,75,37,50,80,43,57.0
Stud18066,F,40,82,36,44,51,50.6
Stud18067,F,57,85,68,66,40,63.2
Stud18068,M,80,62,76,85,42,69.0
Stud18069,F,62,89,45,74,79,69.8
Stud18070,F,74,69,59,41,70,62.6
Stud18071,M,62,92,83,40,42,63.8
Stud18072,M,64,92,35,43,52,57.2
Stud18073,F,43,38,96,74,93,68.8
Stud18074,M,40,50,55,41,76,52.4
Stud18075,M,47,64,57,61,52,56.2
Stud18076,M,41,74,51,40,61,53.4
Stud18077,M,60,95,83,88,51,75.4
Stud18078,M,40,35,88,96,57,63.2
Stud18079,F,79,36,51,83,76,65.0
Stud18080,M,48,84,56,92,85,73.0
Stud18081,M,51,36,50,71,54,52.4
Stud18082,F,80,91,95,54,61,76.2
Stud18083,F,36,92,83,85,63,71.8
Stud18084,F,59,81,68,99,97,80.8
Stud18085,M,42,37,69,71,67,57.2
Stud18086,M,36,41,72,81,95,65.0
Stud18087,M,35,42,88,64,94,64.6
Stud18088,M,54,40,67,80,89,66.0
Stud18089,M,62,93,81,77,97,82.0
Stud18090,F,81,48,41,44,57,54.2
Stud18091,F,69,44,55,58,52,55.6
Stud18092,M,71,38,91,50,89,67.8
Stud18093,F,78,76,38,79,37,61.6
Stud18094,M,49,61,48,81,70,61.8
Stud18095,F,49,75,91,72,54,68.2
Stud18096,M,83,64,45,70,65,65.4
Stud18097,F,78,91,82,98,42,78.2
Stud18098,F,74,90,45,53,70,66.4
Stud18099,M,91,46,64,78,50,65.8
Stud18100,M,61,65,88,37,81,66.4
Stud18101,F,92,46,96,52,65,70.2
Stud18102,M,53,49,62,48,90,60.4
Stud18103,M,72,94,64,98,92,84.0
Stud18104,F,52,73,79,38,44,57.2
Stud18105,F,74,59,60,36,42,54.2
Stud18106,F,45,48,71,57,93,62.8
Stud18107,F,76,70,41,51,69,61.4
Stud18108,M,65,61,35,85,54,60.0
Stud18109,F,78,51,74,97,68,73.6
Stud18110,F,97,57,66,44,55,63.8
Stud18111,M,44,51,60,64,61,56.0
Stud18112,F,82,91,93,45,48,71.8
Stud18113,F,38,60,96,93,50,67.4
Stud18114,M,83,79,41,63,36,60.4
Stud18115,M,35,47,57,58,64,52.2
Stud18116,F,35,44,84,48,99,62.0
Stud18117,F,44,81,96,72,64,71.4
Stud18118,F,80,52,73,85,77,73.4
Stud18119,M,97,47,94,64,66,73.6
Stud18120,F,83,98,82,52,89,80.8
Stud18121,M,91,49,73,57,43,62.6
Stud18122,M,58,69,61,48,85,64.2
Stud18123,M,40,52,93,95,98,75.6
Stud18124,F,64,50,95,81,39,65.8
Stud18125,F,79,89,83,73,53,75.4
Stud18126,M,78,37,67,39,98,63.8
Stud18127,M,89,55,66,77,86,74.6
Stud18128,M,91,40,45,39,69,56.8
Stud18129,F,35,44,51,77,88,59.0
Stud18130,F,45,42,87,73,46,58.6
Stud18131,M,77,80,89,49,93,77.6
Stud18132,F,58,68,52,65,54,59.4
Stud18133,M,50,84,56,85,74,69.8
Stud18134,F,89,98,54,96,69,81.2
Stud18135,F,58,53,64,36,89,60.0
Stud18136,M,61,63,80,68,89,72.2
Stud18137,F,86,49,39,95,43,62.4
Stud18138,M,68,41,50,52,97,61.6
Stud18139,M,75,48,71,41,70,61.0
Stud18140,F,98,94,88,54,59,78.6
Stud18141,M,64,51,72,97,67,70.2
Stud18142,M,80,55,41,56,85,63.4
Stud18143,M,43,37,76,96,50,60.4
Stud18144,M,37,45,64,92,74,62.4
Stud18145,M,46,83,88,67,52,67.2
Stud18146,F,68,97,79,92,85,84.2
Stud18147,M,91,97,59,35,54,67.2
Stud18148,F,36,84,64,49,80,62.6
Stud18149,M,79,63,64,57,78,68.2
Stud18150,F,41,57,63,82,55,59.6
Stud18151,F,91,75,90,37,60,70.6
Stud18152,M,44,99,38,66,85,66.4
Stud18153,M,50,71,67,61,88,67.4
Stud18154,M,97,66,71,67,50,70.2
Stud18155,F,50,49,83,79,74,67.0
Stud18156,M,62,63,77,78,96,75.2
Stud18157,M,36,43,77,81,48,57.0
Stud18158,M,98,61,73,83,58,74.6
Stud18159,M,99,50,83,58,94,76.8
Stud18160,F,58,40,52,63,84,59.4
Stud18161,M,69,63,83,64,82,72.2
Stud18162,M,95,43,74,65,80,71.4
Stud18163,M,60,47,62,72,77,63.6
Stud18164,M,80,70,83,69,77,75.8
Stud18165,F,43,79,53,52,36,52.6
Stud18166,M,61,98,67,43,83,70.4
Stud18167,F,88,80,84,74,85,82.2
Stud18168,F,97,67,84,53,75,75.2
Stud18169,M,69,59,80,35,45,57.6
Stud18170,M,62,77,96,65,47,69.4
Stud18171,F,35,70,91,99,73,73.6
Stud18172,M,95,92,44,71,53,71.0
Stud18173,M,64,77,56,39,67,60.6
Stud18174,M,65,49,82,79,90,73.0
Stud18175,F,38,55,47,62,35,47.4
Stud18176,F,88,82,43,69,95,75.4
Stud18177,F,66,44,80,57,86,66.6
Stud18178,F,44,39,71,66,81,60.2
Stud18179,F,84,99,80,49,42,70.8
Stud18180,F,61,36,64,47,94,60.4
Stud18181,F,52,46,68,94,89,69.8
Stud18182,F,62,57,43,99,82,68.6
Stud18183,F,73,77,85,79,43,71.4
Stud18184,F,41,44,83,96,40,60.8
Stud18185,M,89,59,40,36,67,58.2
Stud18186,F,96,67,87,59,80,77.8
Stud18187,F,51,70,60,71,85,67.4
Stud18188,M,57,75,71,59,99,72.2
Stud18189,M,82,55,92,99,97,85.0
Stud18190,M,63,36,67,82,54,60.4
Stud18191,F,45,69,39,55,68,55.2
Stud18192,M,68,95,78,60,72,74.6
Stud18193,M,63,74,88,40,60,65.0
Stud18194,M,71,55,46,38,61,54.2
Stud18195,M,97,85,73,95,56,81.2
Stud18196,M,99,48,76,85,58,73.2
Stud18197,M,61,53,75,57,35,56.2
Stud18198,M,50,77,41,69,87,64.8
Stud18199,M,86,74,52,78,39,65.8
Stud18200,F,66,53,98,45,49,62.2
Stud18201,M,78,76,97,91,53,79.0
Stud18202,M,61,35,93,51,97,67.4
Stud18203,F,52,87,51,78,81,69.8
Stud18204,M,43,70,60,80,36,57.8
Stud18205,M,60,91,94,97,72,82.8
Stud18206,M,46,43,36,77,86,57.6
Stud18207,F,44,99,63,83,71,72.0
Stud18208,M,36,45,42,80,53,51.2
Stud18209,M,66,70,45,78,92,70.2
Stud18210,F,78,38,95,65,63,67.8
Stud18211,F,51,69,43,83,90,67.2
Stud18212,M,84,94,83,78,52,78.2
Stud18213,M,76,45,80,89,74,72.8
Stud18214,F,88,70,97,66,48,73.8
Stud18215,M,87,89,67,76,98,83.4
Stud18216,F,49,87,37,93,44,62.0
Stud18217,M,42,38,43,73,99,59.0
Stud18218,M,37,44,35,53,39,41.6
Stud18219,M,81,59,38,40,84,60.4
Stud18220,M,78,71,90,91,81,82.2
Stud18221,M,40,90,87,82,48,69.4
Stud18222,M,69,72,84,45,86,71.2
Stud18223,M,94,40,90,70,93,77.4
Stud18224,M,79,58,67,71,68,68.6
Stud18225,M,60,59,39,91,38,57.4
Stud18226,F,72,85,84,90,50,76.2
Stud18227,F,36,93,35,70,88,64.4
Stud18228,F,50,57,44,68,83,60.4
Stud18229,M,46,45,61,91,77,64.0
Stud18230,M,80,75,95,99,87,87.2
Stud18231,F,38,68,36,84,65,58.2
Stud18232,F,81,54,46,63,49,58.6
Stud18233,F,44,96,93,35,95,72.6
Stud18234,M,39,94,42,97,57,65.8
Stud18235,M,44,83,95,72,35,65.8
Stud18236,F,46,74,61,98,37,63.2
Stud18237,F,92,44,66,65,99,73.2
Stud18238,F,91,99,69,46,44,69.8
Stud18239,F,55,65,98,35,67,64.0
Stud18240,M,69,78,38,52,41,55.6
Stud18241,M,36,44,63,80,54,55.4
Stud18242,M,39,77,38,87,90,66.2
Stud18243,F,80,44,64,58,71,63.4
Stud18244,M,45,66,96,42,62,62.2
Stud18245,M,42,92,84,72,57,69.4
Stud18246,F,54,42,57,73,46,54.4
Stud18247,F,42,78,64,40,37,52.2
Stud18248,F,94,74,91,60,90,81.8
Stud18249,M,96,56,57,73,78,72.0
Stud18250,F,62,97,75,89,56,75.8
Stud18251,F,59,80,90,81,64,74.8
Stud18252,F,36,95,75,64,52,64.4
Stud18253,M,57,99,90,84,37,73.4
Stud18254,F,91,95,57,62,44,69.8
Stud18255,F,60,59,85,65,62,66.2
Stud18256,M,74,47,57,84,82,68.8
Stud18257,M,95,51,69,45,82,68.4
Stud18258,F,58,88,55,59,91,70.2
Stud18259,M,57,68,48,76,90,67.8
Stud18260,M,52,36,83,92,53,63.2
Stud18261,F,63,85,35,92,96,74.2
Stud18262,F,47,36,76,65,77,60.2
Stud18263,F,54,40,73,43,42,50.4
Stud18264,F,93,59,39,97,62,70.0
Stud18265,F,96,42,54,41,51,56.8
Stud18266,F,64,39,79,81,37,60.0
Stud18267,F,66,94,62,85,99,81.2
Stud18268,M,95,41,53,35,66,58.0
Stud18269,F,37,71,80,53,94,67.0
Stud18270,M,83,82,67,47,74,70.6
Stud18271,M,71,66,87,97,61,76.4
Stud18272,F,99,91,89,49,88,83.2
Stud18273,F,79,55,38,53,96,64.2
Stud18274,F,90,78,35,43,38,56.8
Stud18275,M,92,70,41,94,67,72.8
Stud18276,F,84,98,72,71,80,81.0
Stud18277,F,76,42,70,46,79,62.6
Stud18278,F,93,35,71,92,82,74.6
Stud18279,F,37,47,59,74,65,56.4
Stud18280,M,77,61,79,50,60,65.4
Stud18281,M,74,86,43,56,40,59.8
Stud18282,F,83,68,71,57,90,73.8
Stud18283,F,48,67,91,88,72,73.2
Stud18284,F,93,70,74,41,96,74.8
Stud18285,M,40,85,42,67,66,60.0
Stud18286,M,61,91,35,63,96,69.2
Stud18287,M,79,90,93,99,41,80.4
Stud18288,F,80,70,41,97,49,67.4
Stud18289,M,85,56,62,73,86,72.4
Stud18290,F,72,45,93,81,36,65.4
Stud18291,F,35,86,85,49,52,61.4
Stud18292,F,97,64,63,71,36,66.2
Stud18293,F,76,82,84,38,65,69.0
Stud18294,F,69,91,73,49,98,76.0
Stud18295,M,94,81,50,92,61,75.6
Stud18296,F,54,55,70,96,68,68.6
Stud18297,F,97,47,64,62,54,64.8
Stud18298,M,60,69,47,92,51,63.8
Stud18299,F,64,40,37,98,49,57.6
Stud18300,M,45,49,87,98,63,68.4
Stud18301,F,99,79,78,62,80,79.6
Stud18302,F,45,43,50,90,52,56.0
Stud18303,M,45,44,35,47,73,48.8
Stud18304,M,37,78,76,72,36,59.8
Stud18305,M,84,86,39,70,43,64.4
Stud18306,M,55,59,95,84,42,67.0
Stud18307,F,48,42,41,97,89,63.4
Stud18308,F,77,37,79,81,55,65.8
Stud18309,F,53,92,35,73,79,66.4
Stud18310,F,63,48,39,52,70,54.4
Stud18311,F,38,82,92,37,53,60.4
Stud18312,M,67,39,52,91,51,60.0
Stud18313,F,51,85,80,48,88,70.4
Stud18314,M,82,90,92,64,62,78.0
Stud18315,F,37,59,71,39,60,53.2
Stud18316,F,59,56,55,65,62,59.4
Stud18317,F,56,94,76,73,75,74.8
Stud18318,F,51,56,75,61,92,67.0
Stud18319,F,68,39,82,71,52,62.4
Stud18320,M,62,96,89,83,97,85.4
Stud18321,M,98,80,75,72,94,83.8
Stud18322,M,90,49,95,68,82,76.8
Stud18323,F,61,66,55,78,77,67.4
Stud18324,M,53,68,81,83,41,65.2
Stud18325,M,60,76,96,89,73,78.8
Stud18326,F,82,68,36,75,41,60.4
Stud18327,F,85,42,64,83,87,72.2
Stud18328,M,98,45,55,57,35,58.0
Stud18329,M,41,57,81,93,52,64.8
Stud18330,M,43,46,80,61,82,62.4
Stud18331,F,63,40,85,75,84,69.4
Stud18332,F,65,40,60,97,84,69.2
Stud18333,F,48,38,77,75,76,62.8
Stud18334,M,84,54,94,79,46,71.4
Stud18335,M,35,43,65,88,98,65.8
Stud18336,F,82,73,86,92,74,81.4
Stud18337,F,98,95,51,83,72,79.8
Stud18338,F,83,53,97,70,68,74.2
Stud18339,M,68,39,51,95,46,59.8
Stud18340,M,63,37,94,90,49,66.6
Stud18341,M,90,92,67,84,94,85.4
Stud18342,F,93,35,36,38,74,55.2
Stud18343,F,57,36,50,56,40,47.8
Stud18344,F,53,45,86,48,35,53.4
Stud18345,M,64,41,87,35,71,59.6
Stud18346,M,58,63,57,37,90,61.0
Stud18347,F,67,66,52,96,90,74.2
Stud18348,F,92,87,67,97,39,76.4
Stud18349,M,73,99,83,57,43,71.0
Stud18350,M,65,50,73,96,51,67.0
Stud18351,F,93,73,55,49,64,66.8
Stud18352,M,35,85,56,83,55,62.8
Stud18353,F,83,37,40,38,62,52.0
Stud18354,F,73,35,96,45,99,69.6
Stud18355,F,48,76,59,51,89,64.6
Stud18356,F,50,79,96,59,87,74.2
Stud18357,F,90,77,63,52,43,65.0
Stud18358,F,73,67,93,88,89,82.0
Stud18359,M,65,75,73,95,77,77.0
Stud18360,M,48,45,40,62,65,52.0
Stud18361,F,91,56,97,58,63,73.0
Stud18362,F,53,85,65,40,88,66.2
Stud18363,M,65,61,47,70,41,56.8
Stud18364,F,70,96,77,75,76,78.8
Stud18365,M,56,71,36,47,65,55.0
Stud18366,M,88,58,61,37,40,56.8
Stud18367,F,77,66,83,91,50,73.4
Stud18368,F,35,61,57,93,96,68.4
Stud18369,F,77,40,48,50,39,50.8
Stud18370,M,60,42,81,75,79,67.4
Stud18371,F,77,69,70,75,68,71.8
Stud18372,F,92,97,82,81,66,83.6
Stud18373,F,85,74,52,80,57,69.6
Stud18374,F,85,81,76,74,59,75.0
Stud18375,M,88,72,67,48,99,74.8
Stud18376,F,88,99,57,77,39,72.0
Stud18377,M,87,74,98,84,70,82.6
Stud18378,F,75,72,69,70,51,67.4
Stud18379,F,97,98,58,64,94,82.2
Stud18380,F,70,75,58,77,74,70.8
Stud18381,F,47,64,41,54,72,55.6
Stud18382,M,91,82,87,57,41,71.6
Stud18383,F,36,74,46,81,66,60.6
Stud18384,M,72,82,49,63,71,67.4
Stud18385,F,39,50,94,86,71,68.0
Stud18386,M,76,53,45,60,58,58.4
Stud18387,M,36,56,60,54,71,55.4
Stud18388,M,60,78,75,42,37,58.4
Stud18389,F,69,36,91,92,40,65.6
Stud18390,F,56,78,79,43,70,65.2
Stud18391,F,75,96,86,38,51,69.2
Stud18392,M,66,97,43,74,87,73.4
Stud18393,M,72,80,43,45,81,64.2
Stud18394,M,73,39,76,63,50,60.2
Stud18395,F,61,56,50,42,76,57.0
Stud18396,F,44,87,58,40,65,58.8
Stud18397,F,99,95,71,49,83,79.4
Stud18398,F,58,47,57,45,39,49.2
Stud18399,M,96,73,51,76,49,69.0
Stud18400,F,71,37,89,56,86,67.8
Stud18401,F,54,91,84,81,56,73.2
Stud18402,M,92,59,83,73,90,79.4
Stud18403,M,85,64,77,37,58,64.2
Stud18404,F,79,70,66,54,62,66.2
Stud18405,M,75,84,95,50,59,72.6
Stud18406,M,85,71,84,90,64,78.8
Stud18407,F,46,37,81,99,63,65.2
Stud18408,M,56,95,50,86,84,74.2
Stud18409,F,75,78,54,51,42,60.0
Stud18410,F,73,67,55,42,40,55.4
Stud18411,M,99,37,49,73,78,67.2
Stud18412,M,87,52,69,48,42,59.6
Stud18413,F,72,51,89,55,97,72.8
Stud18414,M,89,90,98,35,97,81.8
Stud18415,M,42,72,49,94,46,60.6
Stud18416,F,42,65,82,59,89,67.4
Stud18417,F,92,97,61,45,50,69.0
Stud18418,M,50,48,47,46,40,46.2
Stud18419,F,82,71,61,95,96,81.0
Stud18420,F,60,48,92,88,36,64.8
Stud18421,F,88,35,87,69,36,63.0
Stud18422,M,92,50,90,36,42,62.0
Stud18423,F,77,62,97,85,43,72.8
Stud18424,F,91,95,96,62,86,86.0
Stud18425,F,65,83,82,48,53,66.2
Stud18426,M,48,62,42,87,77,63.2
Stud18427,F,53,82,40,84,61,64.0
Stud18428,M,67,51,88,68,69,68.6
Stud18429,F,46,84,99,87,94,82.0
Stud18430,F,37,78,87,60,76,67.6
Stud18431,F,72,49,60,88,90,71.8
Stud18432,M,66,59,94,68,45,66.4
Stud18433,M,50,46,56,53,85,58.0
Stud18434,F,45,69,53,60,43,54.0
Stud18435,F,97,91,42,40,48,63.6
Stud18436,F,83,59,61,97,87,77.4
Stud18437,F,42,62,83,74,68,65.8
Stud18438,M,94,40,61,72,46,62.6
Stud18439,M,44,57,71,76,92,68.0
Stud18440,F,73,79,92,90,50,76.8
Stud18441,M,71,39,69,54,93,65.2
Stud18442,M,94,55,96,95,76,83.2
Stud18443,F,42,47,83,65,50,57.4
Stud18444,F,69,68,97,49,35,63.6
Stud18445,F,88,53,58,90,47,67.2
